1,2007,1,90,1,1
2,2007,1,30,2,3
3,2007,1,410,3,3
4,2007,1,732,4,2
5,2007,1,879,5,1
6,2007,1,65,6,1
7,2007,1,223.5,7,1
8,2007,1,65.5,8,1
9,2007,1,100,9,2
10,2007,1,60,10,3
11,2007,1,465.5,11,3
12,2007,1,65,12,1
13,2007,1,90,13,3
14,2007,1,1513.5,14,3
15,2007,1,146.5,15,2
16,2007,1,100,16,1
17,2007,1,310.5,17,3
18,2007,1,60,18,3
19,2007,1,211.5,19,3
20,2007,1,182,20,1
21,2007,1,240,21,1
22,2007,1,788.5,22,2
23,2007,1,313.5,23,3
24,2007,1,95.5,24,1
25,2007,1,90,25,1
26,2007,1,506,26,1
27,2007,1,581,27,2
28,2007,1,588,28,1
29,2007,1,312.5,29,3
30,2007,1,171.5,30,3
31,2007,1,210,31,3
32,2007,1,384,32,3
33,2007,1,557.5,33,1
34,2007,1,302,34,1
35,2007,1,196,35,3
36,2007,2,593,36,1
37,2007,2,65.5,37,3
38,2007,2,183,38,2
39,2007,2,51,39,1
40,2007,2,190,40,3
41,2007,2,153,41,3
42,2007,2,30,42,1
43,2007,2,180,43,1
44,2007,2,130,44,2
45,2007,2,30,45,1
46,2007,2,315.5,46,1
47,2007,2,41.5,47,2
48,2007,2,60,48,1
49,2007,2,203.5,49,3
50,2007,2,183,50,2
51,2007,2,65.5,51,2
52,2007,2,477.5,52,1
53,2007,2,90,53,3
54,2007,2,238.5,54,1
55,2007,2,303,55,3
56,2007,2,545,56,2
57,2007,2,692.5,57,1
58,2007,2,242.5,58,3
59,2007,2,51.5,59,3
60,2007,2,156.5,60,3
61,2007,2,165,61,3
62,2007,2,118,62,2
63,2007,2,90,63,1
64,2007,2,155,64,3
65,2007,2,131,65,1
66,2007,2,160,66,2
67,2007,2,51,67,1
68,2007,2,70,68,1
69,2007,2,90,69,2
70,2007,2,131.5,70,3
71,2007,2,360,71,1
72,2007,2,532.5,72,2
73,2007,2,90,73,3
74,2007,2,30,74,3
75,2007,2,480.5,75,3
76,2007,2,60,76,2
77,2007,2,155.5,77,3
78,2007,2,450,78,3
79,2007,3,165.5,79,3
80,2007,3,542,80,2
81,2007,3,224.5,81,2
82,2007,3,43.5,82,1
83,2007,3,742,83,3
84,2007,3,260.5,84,1
85,2007,3,497,85,2
86,2007,3,153.5,86,1
87,2007,3,318.5,87,3
88,2007,3,165,88,2
89,2007,3,257,89,1
90,2007,3,30,90,2
91,2007,3,679.5,91,1
92,2007,3,604.5,92,3
93,2007,3,393.5,93,1
94,2007,3,60,94,1
95,2007,3,95.5,95,3
96,2007,3,160,96,3
97,2007,3,116.5,97,2
98,2007,3,160,98,1
99,2007,3,100,99,2
100,2007,3,95,100,2
101,2007,3,489.5,101,2
102,2007,3,182.5,102,1
103,2007,3,30,103,2
104,2007,3,95,104,3
105,2007,3,111.5,105,1
106,2007,3,226.5,106,2
107,2007,3,249,107,2
108,2007,3,268.5,108,1
109,2007,3,90,109,3
110,2007,3,445,110,1
111,2007,3,675,111,3
112,2007,3,200,112,1
113,2007,3,65.5,113,1
114,2007,3,30,114,1
115,2007,3,130,115,3
116,2007,3,567.5,116,2
117,2007,3,764.5,117,1
118,2007,3,710.5,118,1
119,2007,3,30,119,3
120,2007,3,191,120,1
121,2007,3,500,121,1
122,2007,3,73.5,122,3
123,2007,3,125.5,123,2
124,2007,3,484,124,2
125,2007,3,185.5,125,3
126,2007,3,618,126,2
127,2007,3,65.5,127,1
128,2007,3,130,128,3
129,2007,3,100,129,1
130,2007,3,122,130,1
131,2007,3,390.5,131,2
132,2007,3,145,132,1
133,2007,3,65.5,133,3
134,2007,3,60,134,2
135,2007,3,155,135,3
136,2007,3,213,136,1
137,2007,3,255.5,137,1
138,2007,3,255.5,138,3
139,2007,3,330,139,3
140,2007,3,740,140,3
141,2007,3,786,141,3
142,2007,3,797.5,142,1
143,2007,3,622.5,143,3
144,2007,3,310,144,1
145,2007,3,430.5,145,2
146,2007,3,165.5,146,3
147,2007,3,161,147,3
148,2007,3,155.5,148,3
149,2007,3,478.5,149,1
150,2007,3,371,150,3
151,2007,3,90,151,2
152,2007,3,133.5,152,1
153,2007,4,334,153,1
154,2007,4,150,154,3
155,2007,4,65.5,155,1
156,2007,4,120,156,2
157,2007,4,322.5,157,2
158,2007,4,206.5,158,2
159,2007,4,81.5,159,2
160,2007,4,281,160,3
161,2007,4,70,161,1
162,2007,4,43.5,162,2
163,2007,4,165.5,163,3
164,2007,4,65.5,164,3
165,2007,4,190,165,3
166,2007,4,517,166,2
167,2007,4,155.5,167,1
168,2007,4,70,168,2
169,2007,4,179,169,2
170,2007,4,90,170,2
171,2007,4,490,171,1
172,2007,4,51.5,172,3
173,2007,4,269,173,2
174,2007,4,133.5,174,3
175,2007,4,43.5,175,3
176,2007,4,81,176,1
177,2007,4,207.5,177,1
178,2007,4,319,178,3
179,2007,4,251.5,179,3
180,2007,4,65.5,180,3
181,2007,4,245,181,3
182,2007,4,160,182,2
183,2007,4,95.5,183,3
184,2007,4,410.5,184,2
185,2007,4,70,185,2
186,2007,4,443,186,3
187,2007,4,368,187,3
188,2007,4,155.5,188,3
189,2007,4,138.5,189,1
190,2007,4,120,190,2
191,2007,4,90,191,3
192,2007,4,65,192,1
193,2007,4,30,193,2
194,2007,5,568.5,194,2
195,2007,5,190,195,1
196,2007,5,659.5,196,1
197,2007,5,60,197,2
198,2007,5,131,198,3
199,2007,5,616,199,2
200,2007,5,402.5,200,2
201,2007,5,416.5,201,3
202,2007,5,65.5,202,1
203,2007,5,238.5,203,3
204,2007,5,699,204,1
205,2007,5,145.5,205,3
206,2007,5,82,206,1
207,2007,5,351.5,207,2
208,2007,5,612,208,1
209,2007,5,547.5,209,1
210,2007,5,51.5,210,2
211,2007,5,573.5,211,2
212,2007,5,250,212,3
213,2007,5,395.5,213,1
214,2007,5,130,214,1
215,2007,5,41.5,215,3
216,2007,5,52,216,2
217,2007,5,30,217,2
218,2007,5,60,218,2
219,2007,5,254,219,3
220,2007,5,180,220,3
221,2007,5,311,221,1
222,2007,5,95.5,222,2
223,2007,5,103.5,223,2
224,2007,5,146.5,224,1
225,2007,5,100,225,1
226,2007,5,250,226,1
227,2007,5,700,227,2
228,2007,5,135,228,1
229,2007,5,117,229,2
230,2007,5,127,230,1
