1,2007,1,12,90
1,2007,2,18,30
1,2007,3,4,70
1,2007,4,14,100
1,2007,5,10,65
1,2007,6,10,65
1,2007,7,18,30
1,2007,8,8,65.5
1,2007,9,14,100
1,2007,10,16,60
1,2007,11,11,30
1,2007,12,10,65
1,2007,13,12,90
1,2007,14,9,65.5
1,2007,15,1,51
1,2007,16,14,100
1,2007,17,12,90
1,2007,18,6,30
1,2007,19,14,100
1,2007,20,8,65.5
1,2007,21,19,52
1,2007,22,9,65.5
1,2007,23,12,90
1,2007,24,11,30
1,2007,25,13,90
1,2007,26,13,90
1,2007,27,16,60
1,2007,28,20,41.5
1,2007,29,17,43.5
1,2007,30,10,65
1,2007,31,12,90
1,2007,32,11,30
1,2007,33,4,70
1,2007,34,2,51.5
1,2007,35,9,65.5
2,2007,36,10,65
2,2007,37,8,65.5
2,2007,38,20,41.5
2,2007,39,1,51
2,2007,40,13,90
2,2007,41,7,88
2,2007,42,11,30
2,2007,43,13,90
2,2007,44,14,100
2,2007,45,18,30
2,2007,46,16,60
2,2007,47,20,41.5
2,2007,48,11,30
2,2007,49,11,30
2,2007,50,9,65.5
2,2007,51,9,65.5
2,2007,52,17,43.5
2,2007,53,11,30
2,2007,54,14,100
2,2007,55,10,65
2,2007,56,11,30
2,2007,57,20,41.5
2,2007,58,8,65.5
2,2007,59,2,51.5
2,2007,60,15,31.5
2,2007,61,10,65
2,2007,62,7,88
2,2007,63,12,90
2,2007,64,10,65
2,2007,65,8,65.5
2,2007,66,12,90
2,2007,67,1,51
2,2007,68,4,70
2,2007,69,13,90
2,2007,70,12,90
2,2007,71,11,30
2,2007,72,1,51
2,2007,73,13,90
2,2007,74,11,30
2,2007,75,17,43.5
2,2007,76,16,60
2,2007,77,8,65.5
2,2007,78,16,60
3,2007,79,14,100
3,2007,80,7,88
3,2007,81,3,50
3,2007,82,17,43.5
3,2007,83,13,90
3,2007,84,4,70
3,2007,85,11,30
3,2007,86,20,41.5
3,2007,87,10,65
3,2007,88,14,100
3,2007,89,12,90
3,2007,90,11,30
3,2007,91,16,60
3,2007,92,16,60
3,2007,93,17,43.5
3,2007,94,16,60
3,2007,95,9,65.5
3,2007,96,14,100
3,2007,97,1,51
3,2007,98,14,100
3,2007,99,14,100
3,2007,100,10,65
3,2007,101,6,30
3,2007,102,2,51.5
3,2007,103,11,30
3,2007,104,11,30
3,2007,105,18,30
3,2007,106,18,30
3,2007,107,9,65.5
3,2007,108,17,43.5
3,2007,109,13,90
3,2007,110,12,90
3,2007,111,12,90
3,2007,112,14,100
3,2007,113,8,65.5
3,2007,114,18,30
3,2007,115,11,30
3,2007,116,8,65.5
3,2007,117,7,88
3,2007,118,9,65.5
3,2007,119,5,30
3,2007,120,16,60
3,2007,121,10,65
3,2007,122,17,43.5
3,2007,123,11,30
3,2007,124,18,30
3,2007,125,13,90
3,2007,126,4,70
3,2007,127,9,65.5
3,2007,128,16,60
3,2007,129,14,100
3,2007,130,4,70
3,2007,131,3,50
3,2007,132,20,41.5
3,2007,133,8,65.5
3,2007,134,16,60
3,2007,135,10,65
3,2007,136,10,65
3,2007,137,4,70
3,2007,138,8,65.5
3,2007,139,5,30
3,2007,140,15,31.5
3,2007,141,10,65
3,2007,142,9,65.5
3,2007,143,4,70
3,2007,144,12,90
3,2007,145,18,30
3,2007,146,9,65.5
3,2007,147,8,65.5
3,2007,148,12,90
3,2007,149,10,65
3,2007,150,13,90
3,2007,151,13,90
3,2007,152,12,90
4,2007,153,20,41.5
4,2007,154,11,30
4,2007,155,8,65.5
4,2007,156,18,30
4,2007,157,12,90
4,2007,158,1,51
4,2007,159,2,51.5
4,2007,160,11,30
4,2007,161,4,70
4,2007,162,17,43.5
4,2007,163,9,65.5
4,2007,164,9,65.5
4,2007,165,14,100
4,2007,166,12,90
4,2007,167,8,65.5
4,2007,168,4,70
4,2007,169,17,43.5
4,2007,170,13,90
4,2007,171,9,65.5
4,2007,172,2,51.5
4,2007,173,18,30
4,2007,174,13,90
4,2007,175,17,43.5
4,2007,176,1,51
4,2007,177,13,90
4,2007,178,8,65.5
4,2007,179,4,70
4,2007,180,9,65.5
4,2007,181,10,65
4,2007,182,13,90
4,2007,183,8,65.5
4,2007,184,5,30
4,2007,185,4,70
4,2007,186,14,100
4,2007,187,6,30
4,2007,188,12,90
4,2007,189,10,65
4,2007,190,12,90
4,2007,191,12,90
4,2007,192,10,65
4,2007,193,11,30
5,2007,194,4,70
5,2007,195,13,90
5,2007,196,8,65.5
5,2007,197,16,60
5,2007,198,8,65.5
5,2007,199,18,30
5,2007,200,1,51
5,2007,201,12,90
5,2007,202,8,65.5
5,2007,203,10,65
5,2007,204,2,51.5
5,2007,205,11,30
5,2007,206,11,30
5,2007,207,11,30
5,2007,208,6,30
5,2007,209,9,65.5
5,2007,210,2,51.5
5,2007,211,1,51
5,2007,212,12,90
5,2007,213,14,100
5,2007,214,18,30
5,2007,215,20,41.5
5,2007,216,19,52
5,2007,217,18,30
5,2007,218,16,60
5,2007,219,12,90
5,2007,220,12,90
5,2007,221,6,30
5,2007,222,9,65.5
5,2007,223,5,30
5,2007,224,2,51.5
5,2007,225,14,100
5,2007,226,16,60
5,2007,227,7,88
5,2007,228,10,65
5,2007,229,9,65.5
5,2007,230,9,65.5
6,2007,231,18,30
6,2007,232,10,65
6,2007,233,5,30
6,2007,234,8,65.5
6,2007,235,13,90
6,2007,236,12,90
6,2007,237,8,65.5
6,2007,238,10,65
